OBJECTID,CD_ACID,ANO,DATA_ACID,DIA_ACID,HORA_ACID,CD_MES_ACI,MES_ACID,CD_DIA_SEM,DIA_SEMANA,CD_END_OCO,END_OCOR,NUM_KM_END,CD_ESQ,ESQUINA,PROXIMO,BAIRRO_OCO,CD_BAIRRO_,BAIRRO_GEO,CD_REGIONA,REGIONAL,MUNICIPIO,NUM_VIT_FA,TP_ACIDENT,TP_ESPECIE,TP_OUTRO_V,CS_VELOCID,CS_ALCOOL,CS_INFRAES,CS_TRANS_L,CS_TRANS_1,CS_DESREP_,FONTE,OBS_ACID,GEORREF,COORD_N_SA,COORD_E_SA,LAT_SIRGAS,LON_SIRGAS
281,201120093.0,2011,2011-04-06,2011-04-06,1899-12-30,4,ABRIL,4,QUARTA-FEIRA,S005B,AV. PREF. MAURÍCIO FRUET,,S946,R. JORDÂNIA,,CAJURU,21,CAJURU,3,REGIONAL CAJURU,CURITIBA,1,QUEDA,BICICLETA,NÃO SE APLICA,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7184898.48480225,679307.61499023,-25.44245892,-49.21732989
288,201120100.0,2011,2011-04-13,2011-04-13,1899-12-30,4,ABRIL,4,QUARTA-FEIRA,C888A,BR 476,129,S005B,AV. PREF. MAURÍCIO FRUET,,,7,JARDIM BOTÂNICO,1,REGIONAL MATRIZ,CURITIBA,1,COLISÃO,AUTOMÓVEL,AUTOMÓVEL,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7184946.75762939,677666.42443848,-25.44222036,-49.23365129
294,201120178.0,2011,2011-07-31,2011-07-31,1899-12-30,7,JULHO,1,DOMINGO,E198H,ESTR. DAS OLARIAS,,,,,SANTA CÂNDIDA,53,SANTA CÂNDIDA,4,REGIONAL BOA VISTA,CURITIBA,1,ATROPELAMENTO,A PÉ,AUTOMÓVEL,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7192244.60662842,679802.45581055,-25.37609168,-49.21338811
298,201120182.0,2011,2011-08-08,2011-08-08,1899-12-30,8,AGOSTO,2,SEGUNDA-FEIRA,N008,R. MATEUS LEME,1401,,,,CENTRO CÍVICO,3,CENTRO CÍVICO,1,REGIONAL MATRIZ,CURITIBA,1,COLISÃO,MOTOCICLETA,UTILITÁRIO,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7188016.16900635,673914.46142578,-25.41495842,-49.27134541
303,201120104.0,2011,2011-04-19,2011-04-19,1899-12-30,4,ABRIL,3,TERÇA-FEIRA,C111,BR 116,"115,0",,,,PINHEIRINHO,74,TATUQUARA,12,REGIONAL TATUQUARA,CURITIBA,1,COLISÃO,MOTOCICLETA,CAMINHÃO,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7173707.84820557,670609.91583252,-25.5444956,-49.30237631
304,201120105.0,2011,2011-04-25,2011-04-25,1899-12-30,4,ABRIL,2,SEGUNDA-FEIRA,N102,R. JOVINO DO ROSÁRIO,,N123,R. LODOVICO GERONAZZO,,BOA VISTA,34,BOA VISTA,4,REGIONAL BOA VISTA,CURITIBA,1,COLISÃO,MOTOCICLETA,CAMINHÃO,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7190596.33282471,677111.29858398,-25.39129185,-49.23991052
309,201120110.0,2011,2011-05-04,2011-05-04,1899-12-30,5,MAIO,4,QUARTA-FEIRA,C023U,AV. DA REPÚBLICA,,S282F,R. EDUARDO VARDÂNEGA,,PAROLIN,25,PAROLIN,7,REGIONAL PORTÃO,CURITIBA,1,COLISÃO,MOTOCICLETA,VEÍCULO PESADO,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7182108.81378174,675177.20379639,-25.4681322,-49.25802805
314,201120115.0,2011,2011-05-07,2011-05-07,1899-12-30,5,MAIO,7,SÁBADO,S210,R. RODOLPHO SENFF JÚNIOR,11,,,,CAPÃO RASO,58,CAPÃO RASO,8,REGIONAL PINHEIRINHO,CURITIBA,1,ATROPELAMENTO,A PÉ,AUTOMÓVEL,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7178495.78479004,671991.84301758,-25.50111765,-49.28923955
319,201120120.0,2011,2011-05-11,2011-05-11,1899-12-30,5,MAIO,4,QUARTA-FEIRA,W101,R. JOÃO BETTEGA,,,,,CIDADE INDUSTRIAL DE CURITIBA,75,CIDADE INDUSTRIAL DE CURITIBA,11,REGIONAL CIC,CURITIBA,1,ATROPELAMENTO,A PÉ,AUTOMÓVEL,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7177389.32080078,667627.13140869,-25.51160548,-49.33251418
324,201120031.0,2011,2011-02-13,2011-02-13,1899-12-30,2,FEVEREIRO,1,DOMINGO,N425,R. RAPOSO TAVARES,,N446,R. ANTENOR PEREIRA,,PILARZINHO,32,PILARZINHO,4,REGIONAL BOA VISTA,CURITIBA,1,COLISÃO,MOTOCICLETA,AUTOMÓVEL,,SIM,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7191086.74938965,670935.50323486,-25.38758676,-49.30134167
330,201120037.0,2011,2011-02-22,2011-02-22,1899-12-30,2,FEVEREIRO,3,TERÇA-FEIRA,N128,R. VICENTE GERONASSO,,N137,R. FERNANDO DE NORONHA,,BOA VISTA,34,BOA VISTA,4,REGIONAL BOA VISTA,CURITIBA,1,ATROPELAMENTO,A PÉ,CAMINHONETE,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7192476.14678955,676693.88659668,-25.37437354,-49.24430373
513,201120279.0,2011,2011-12-06,2011-12-06,1899-12-30,12,DEZEMBRO,3,TERÇA-FEIRA,S850N,R. ATÍLIO PIOTO,4990,,,,UBERABA,37,UBERABA,3,REGIONAL CAJURU,CURITIBA,1,ATROPELAMENTO,A PÉ,MOTOCICLETA,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7180881.24542236,680707.63342285,-25.47854919,-49.20287383
518,201120284.0,2011,2011-12-13,2011-12-13,1899-12-30,12,DEZEMBRO,3,TERÇA-FEIRA,S858B,R. AUGUSTO STEEMBOCK,,S871,R. DR. GABRIEL FERREIRA FILHO,,UBERABA,37,UBERABA,3,REGIONAL CAJURU,CURITIBA,1,COLISÃO,MOTOCICLETA,ÔNIBUS,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7180623.49359131,679814.40924072,-25.48098423,-49.21172149
529,201120163.0,2011,2011-07-12,2011-07-12,1899-12-30,7,JULHO,3,TERÇA-FEIRA,N616,AV. MANOEL RIBAS,,N430,R. DEP. RIVADÁVIA VARGAS,PORTAL ST FELICIDADE,VISTA ALEGRE,31,VISTA ALEGRE,5,REGIONAL SANTA FELICIDADE,CURITIBA,1,CHOQUE,AUTOMÓVEL,NÃO SE APLICA,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7188120.75,670525.90643311,-25.41440672,-49.30503769
536,201120237.0,2011,2011-05-17,2011-05-17,1899-12-30,5,MAIO,3,TERÇA-FEIRA,N155A,R. PROF. LOUREIRO FERNANDES,176,,,,SANTA CÂNDIDA,53,SANTA CÂNDIDA,4,REGIONAL BOA VISTA,CURITIBA,1,ATROPELAMENTO,A PÉ,AUTOMÓVEL,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7192500.80358887,678361.12078857,-25.37395238,-49.22774227
544,201120245.0,2011,2011-10-06,2011-10-06,1899-12-30,10,OUTUBRO,5,QUINTA-FEIRA,N025C,R. MYLTHO ANSELMO DA SILVA,,N026,R. TEN. JOÃO GOMES DA SILVA,,MERCÊS,12,MERCÊS,1,REGIONAL MATRIZ,CURITIBA,1,COLISÃO,MOTOCICLETA,AUTOMÓVEL,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7187549.9921875,672348.32879639,-25.41934866,-49.28685174
549,201120250.0,2011,2011-10-13,2011-10-13,1899-12-30,10,OUTUBRO,5,QUINTA-FEIRA,S639,R. CARLOS ESSENFELDER,,S626,R. TEN. TITO TEIXEIRA DE CASTRO,,VILA FANNY,56,BOQUEIRÃO,2,REGIONAL BOQUEIRÃO,CURITIBA,1,COLISÃO,MOTOCICLETA,CAMINHÃO,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7179738.8550415,677437.63922119,-25.4892554,-49.2352398
555,201120256.0,2011,2011-10-28,2011-10-28,1899-12-30,10,OUTUBRO,6,SEXTA-FEIRA,E430,AV. VICTOR FERREIRA DO AMARAL,,,,,TARUMÃ,19,TARUMÃ,3,REGIONAL CAJURU,CURITIBA,1,ATROPELAMENTO,A PÉ,AUTOMÓVEL,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7186265.67584228,679665.4800415,-25.43007521,-49.21395441
561,201120262.0,2011,2011-11-08,2011-11-08,1899-12-30,11,NOVEMBRO,3,TERÇA-FEIRA,N016A,R. ALBINO SILVA,711,,,,BOM RETIRO,13,BOM RETIRO,1,REGIONAL MATRIZ,CURITIBA,2,COLISÃO,MOTOCICLETA,ÔNIBUS,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7188375.60760498,673515.19921875,-25.41176058,-49.27535983
565,201120266.0,2011,2011-11-12,2011-11-12,1899-12-30,11,NOVEMBRO,7,SÁBADO,S026,AV. MAL. FLORIANO PEIXOTO,,S632,R. SALVADOR FERRANTE,,BOQUEIRÃO,56,BOQUEIRÃO,2,REGIONAL BOQUEIRÃO,CURITIBA,1,COLISÃO,BICICLETA,AUTOMÓVEL,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7178825.25762939,676999.57141113,-25.49755408,-49.23947614
571,201120272.0,2011,2011-11-20,2011-11-20,1899-12-30,11,NOVEMBRO,1,DOMINGO,N110,R. NOSSA SENHORA DE NAZARÉ,,N119,R. JOÃO HAVRO,,BOA VISTA,34,BOA VISTA,4,REGIONAL BOA VISTA,CURITIBA,2,COLISÃO,MOTOCICLETA,AUTOMÓVEL,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,EM RACHA,,7190700.1907959,676553.81298828,-25.39042059,-49.24546374
576,201120217.0,2011,,,,0,,0,,C250,AV. SETE DE SETEMBRO,,,,,,1,CENTRO,1,REGIONAL MATRIZ,CURITIBA,1,ATROPELAMENTO,A PÉ,IGNORADO,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,LOCALIZAÇÃO APROXIMADA,7185852.14379883,675216.9841919,-25.4343389,-49.25811893
580,201120221.0,2011,2011-08-18,2011-08-18,,8,AGOSTO,5,QUINTA-FEIRA,-,BR 277,"75,0",,,,,0,-,0,-,SÃO JOSÉ DOS PINHAIS,1,IGNORADO,IGNORADO,IGNORADO,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7179157.85662842,684180.73840332,-25.49367709,-49.16810247
584,201120225.0,2011,,,,0,,0,,S821,R. DR. JOAQUIM DO AMARAL,1446,,,,JARDIM DAS AMÉRICAS,37,UBERABA,3,REGIONAL CAJURU,CURITIBA,1,COLISÃO,AUTOMÓVEL,AUTOMÓVEL,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7181427.62518311,678343.91400147,-25.47390355,-49.22645076
1278,201420132.0,2014,2014-08-16,2014-08-16,,8,AGOSTO,7,SÁBADO,W138,R. JOSÉ ALCIDES DE LIMA,S/N,,,,NOVO MUNDO,41,NOVO MUNDO,8,REGIONAL PINHEIRINHO,CURITIBA,1,COLISÃO,BICICLETA,AUTOMÓVEL,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,LOCALIZAÇÃO APROXIMADA,7179379.68182373,670262.39422607,-25.49333886,-49.30655285
1286,201420006.0,2014,2014-01-12,2014-01-12,1899-12-30,1,JANEIRO,1,DOMINGO,N951,R. PROF. JOÃO FALARZ,570,,,,ORLEANS,75,CIDADE INDUSTRIAL DE CURITIBA,11,REGIONAL CIC,CURITIBA,1,ATROPELAMENTO,A PÉ,AUTOMÓVEL,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7185907.95861816,665897.59899902,-25.43490454,-49.35076763
1291,201420039.0,2014,2014-03-03,2014-03-03,1899-12-30,3,MARÇO,2,SEGUNDA-FEIRA,E002H,R. DEP. JOAQUIM JOSÉ PEDROSA,,E023,R. SÃO PEDRO,,CABRAL,16,CABRAL,1,REGIONAL MATRIZ,CURITIBA,1,COLISÃO,AUTOMÓVEL,MOTOCICLETA,,,,,,SIM,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7188578.27600098,675660.99841309,-25.40967941,-49.25405982
1295,201420072.0,2014,2014-04-26,2014-04-26,1899-12-30,4,ABRIL,7,SÁBADO,W659,R. MARIA LÚCIA LOCHER DE ATHAYDE,8273,,,,CIDADE INDUSTRIAL DE CURITIBA,75,CIDADE INDUSTRIAL DE CURITIBA,11,REGIONAL CIC,CURITIBA,1,ATROPELAMENTO,A PÉ,AUTOMÓVEL,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7179531.97943115,665591.35339356,-25.49249327,-49.35302848
1303,201420207.0,2014,2014-11-09,2014-11-09,,11,NOVEMBRO,1,DOMINGO,,,,,,,,0,-,0,-,CURITIBA,1,ATROPELAMENTO,A PÉ,MOTOCICLETA,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,LOCALIZAÇÃO INDEFINIDA,7186382.62701416,673905.13000488,-25.4297046,-49.2712278
1601,201520001.0,2015,2015-01-24,2015-01-24,1899-12-30,1,JANEIRO,7,SÁBADO,W100B,R. ISAAC GUELMANN,,W113,R. JOÃO PALOMEQUE,,NOVO MUNDO,41,NOVO MUNDO,8,REGIONAL PINHEIRINHO,CURITIBA,1,COLISÃO,AUTOMÓVEL,CAMINHONETE,,SIM,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7180599.84838867,671375.91741943,-25.48219673,-49.29563363
1602,201520002.0,2015,2015-01-12,2015-01-12,1899-12-30,1,JANEIRO,2,SEGUNDA-FEIRA,C555,BR 376,"593,0",,,LOMBADA ELETRONICA,CIDADE INDUSTRIAL DE CURITIBA,75,CIDADE INDUSTRIAL DE CURITIBA,11,REGIONAL CIC,CURITIBA,1,ATROPELAMENTO,A PÉ,AUTOMÓVEL,,SIM,SIM,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7180526.64141846,666107.23779297,-25.48345701,-49.34802041
1603,201520003.0,2015,2015-01-24,2015-01-24,1899-12-30,1,JANEIRO,7,SÁBADO,C025M,R. LUIZ LEÃO,S/N,,,CASA DO ESTUDANTE,CENTRO,1,CENTRO,1,REGIONAL MATRIZ,CURITIBA,1,QUEDA,MOTOCICLETA,NÃO SE APLICA,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7187012.95379639,674311.17541504,-25.42396745,-49.26727302
1604,201520004.0,2015,2015-01-26,2015-01-26,1899-12-30,1,JANEIRO,2,SEGUNDA-FEIRA,S410A,R. BENEDITO DA COSTA COELHO,127,,,,PINHEIRINHO,66,PINHEIRINHO,8,REGIONAL PINHEIRINHO,CURITIBA,1,CHOQUE,MOTOCICLETA,CAMINHÃO,SIM,,SIM,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,CAMINHÃO ESTACIONADO,,7176420.90362549,673166.57623291,-25.51970949,-49.27728823
1605,201520005.0,2015,2015-01-28,2015-01-28,1899-12-30,1,JANEIRO,4,QUARTA-FEIRA,C555,BR 376,"590,0",,,VIADUTO CAIUA,CIDADE INDUSTRIAL DE CURITIBA,75,CIDADE INDUSTRIAL DE CURITIBA,11,REGIONAL CIC,CURITIBA,1,COLISÃO,AUTOMÓVEL,MICROÔNIBUS,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7180532.14758301,666104.51239014,-25.48340762,-49.34804819
1633,201520033.0,2015,2015-03-29,2015-03-29,1899-12-30,3,MARÇO,1,DOMINGO,C888A,BR 476,129,,,EM FRENTE AO HOSPITAL ERASTO GAERTNER,GUABIROTUBA,22,JARDIM DAS AMÉRICAS,3,REGIONAL CAJURU,CURITIBA,1,CHOQUE,AUTOMÓVEL,ÁRVORE,SIM,SIM,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7183874.45984,677065.55463,-25.45197093,-49.23948377
1634,201520034.0,2015,2015-03-26,2015-03-26,1899-12-30,3,MARÇO,5,QUINTA-FEIRA,C111,BR 116,"111,7",,,POSTO II IRMÃOS,UMBARÁ,65,SÍTIO CERCADO,10,REGIONAL BAIRRO NOVO,CURITIBA,1,CHOQUE,AUTOMÓVEL,NÃO SE APLICA,,SIM,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7172353.06622,673712.00244,-25.55636316,-49.27133607
588,201120229.0,2011,,,,0,,0,,C021L,R. RIACHUELO,,,,,CENTRO,1,CENTRO,1,REGIONAL MATRIZ,CURITIBA,1,ATROPELAMENTO,A PÉ,AUTOMÓVEL,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7186636.81542969,674084.39959717,-25.4273892,-49.26947861
592,201120001.0,2011,2011-01-06,2011-01-06,1899-12-30,1,JANEIRO,5,QUINTA-FEIRA,C555,AV. JUSCELINO KUBITSCHEK DE OLIVEIRA,,,,PONTE RIO BARIGUI,CIDADE INDUSTRIAL DE CURITIBA,75,CIDADE INDUSTRIAL DE CURITIBA,11,REGIONAL CIC,CURITIBA,1,ATROPELAMENTO,A PÉ,AUTOMÓVEL,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7177439.6404419,667001.48602295,-25.51122193,-49.33874387
593,201120002.0,2011,2011-01-08,2011-01-08,1899-12-30,1,JANEIRO,7,SÁBADO,W323A,R. ODIR GOMES DA ROCHA,,W310I,R. ENG. JOÃO KLOSS,,TATUQUARA,74,TATUQUARA,12,REGIONAL TATUQUARA,CURITIBA,1,COLISÃO,BICICLETA,CAMINHÃO,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7170527.68878174,667552.18963623,-25.5735511,-49.33240285
598,201120006.0,2011,2011-01-13,2011-01-13,1899-12-30,1,JANEIRO,5,QUINTA-FEIRA,E103,R. ESTADOS UNIDOS,,E114,R. NICARÁGUA,,BACACHERI,35,BACACHERI,4,REGIONAL BOA VISTA,CURITIBA,1,ATROPELAMENTO,A PÉ,AUTOMÓVEL,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7189327.86401367,676662.60021973,-25.4027948,-49.24420347
603,201120134.0,2011,2011-06-06,2011-06-06,1899-12-30,6,JUNHO,2,SEGUNDA-FEIRA,N349,R. PRODÓCIMO LAGO,,,,,TABOÃO,49,TABOÃO,4,REGIONAL BOA VISTA,CURITIBA,1,ATROPELAMENTO,A PÉ,IGNORADO,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7192663.21124268,673128.38781738,-25.37310348,-49.27975304
607,201120138.0,2011,2011-06-13,2011-06-13,1899-12-30,6,JUNHO,2,SEGUNDA-FEIRA,S638,R. WALDEMAR LOUREIRO CAMPOS,,S553P,R. VER. AURELINO MADER GONÇALVES,,XAXIM,57,XAXIM,2,REGIONAL BOQUEIRÃO,CURITIBA,1,COLISÃO,MOTOCICLETA,AUTOMÓVEL,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7177014.11663818,674134.09039307,-25.51424149,-49.26774068
610,201120292.0,2011,2011-11-03,2011-11-03,,11,NOVEMBRO,5,QUINTA-FEIRA,C777,BR 277,,,,,JARDIM BOTÂNICO,22,JARDIM DAS AMÉRICAS,3,REGIONAL CAJURU,CURITIBA,1,IGNORADO,AUTOMÓVEL,IGNORADO,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7184761.99938965,677688.54919434,-25.44388538,-49.23340701
614,201120296.0,2011,,,,0,,0,,C555,AV. JUSCELINO KUBITSCHEK DE OLIVEIRA,,,,,CIDADE INDUSTRIAL DE CURITIBA,75,CIDADE INDUSTRIAL DE CURITIBA,11,REGIONAL CIC,CURITIBA,1,COLISÃO,MOTOCICLETA,AUTOMÓVEL,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7175499.42279,668090.66162,-25.52861229,-49.32766688
619,201120301.0,2011,,,,0,,0,,W129,R. FRANCISCO ADER,,,,,CAPÃO RASO,41,NOVO MUNDO,8,REGIONAL PINHEIRINHO,CURITIBA,1,COLISÃO,AUTOMÓVEL,AUTOMÓVEL,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,LOCALIZAÇÃO APROXIMADA,7179556.07263184,670865.90362549,-25.49167723,-49.30057301
624,201120306.0,2011,,,,0,,0,,C300,AV. REPÚBLICA ARGENTINA,,W123,R. PEDRO ZAGONEL,,NOVO MUNDO,41,NOVO MUNDO,8,REGIONAL PINHEIRINHO,CURITIBA,1,COLISÃO,AUTOMÓVEL,VEÍCULO PESADO,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7179844.16540527,671518.67303467,-25.48900138,-49.29411768
717,201120289.0,2011,2011-12-25,2011-12-25,1899-12-30,12,DEZEMBRO,1,DOMINGO,C777,BR 277,"82,3",,,,JARDIM DAS AMÉRICAS,22,JARDIM DAS AMÉRICAS,3,REGIONAL CAJURU,CURITIBA,1,ATROPELAMENTO,A PÉ,AUTOMÓVEL,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7182018.0458374,679629.5078125,-25.46841925,-49.21374617
984,201220114.0,2012,2012-06-09,2012-06-09,,6,JUNHO,7,SÁBADO,N728,AV. VER. TOALDO TÚLIO,,,,,SÃO BRAZ,60,SÃO BRAZ,5,REGIONAL SANTA FELICIDADE,CURITIBA,1,ATROPELAMENTO,A PÉ,IGNORADO,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,LOCALIZAÇÃO APROXIMADA,7187787.26879883,666100.61462402,-25.4179177,-49.34898066
6,201020289.0,2010,,,,0,,0,,S452,R. SANT'ANA DO ITARARÉ,,S473,R. NOVA AURORA,,SÍTIO CERCADO,65,SÍTIO CERCADO,10,REGIONAL BAIRRO NOVO,CURITIBA,1,COLISÃO,BICICLETA,VEÍCULO PESADO OU ÔNIBUS,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7174261.3013916,674981.52301025,-25.53898924,-49.25895254
130,201120012.0,2011,2011-01-18,2011-01-18,1899-12-30,1,JANEIRO,3,TERÇA-FEIRA,S410,R. CARLÓPOLIS,,S441,R. MANOEL TEIXEIRA DE ANDRADE,,PINHEIRINHO,66,PINHEIRINHO,8,REGIONAL PINHEIRINHO,CURITIBA,1,ATROPELAMENTO,A PÉ,AUTOMÓVEL,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7174619.02581787,671459.02258301,-25.53617274,-49.29404432
356,201020213.0,2010,2010-08-14,2010-08-14,,8,AGOSTO,7,SÁBADO,S567T,R. BITURUNA,,,,MARGEM RIBEIRAO DOS PADILHAS,XAXIM,57,XAXIM,2,REGIONAL BOQUEIRÃO,CURITIBA,1,ATROPELAMENTO,A PÉ,AUTOMÓVEL,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,LOCALIZAÇÃO APROXIMADA,7175480.95660401,675033.74420166,-25.52797415,-49.258592
531,201120232.0,2011,2011-09-05,2011-09-05,1899-12-30,9,SETEMBRO,2,SEGUNDA-FEIRA,W609,R. FIDELINO FIGUEIREDO,,W616,AV. ALCIR MARTINS BASTOS,RUA GENERAL POTIGUARA,FAZENDINHA,42,FAZENDINHA,7,REGIONAL PORTÃO,CURITIBA,1,ATROPELAMENTO,A PÉ,ÔNIBUS,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7180598.08703613,668612.57720947,-25.48252937,-49.32311399
1099,201420049.0,2014,2014-03-22,2014-03-22,1899-12-30,3,MARÇO,7,SÁBADO,C888,BR 116,"123,1",,,Aterro Sanitário da Caximba,CAMPO DE SANTANA,71,CAMPO DE SANTANA,12,REGIONAL TATUQUARA,CURITIBA,1,QUEDA,MOTOCICLETA,NÃO SE APLICA,,SIM,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7166113.92059,668894.2572,-25.61323897,-49.31848915
1104,201420140.0,2014,2014-09-08,2014-09-08,1899-12-30,9,SETEMBRO,2,SEGUNDA-FEIRA,C111,BR 116,"111,9",,,VIADUTO SOBRE ESTRADA DE FERRO,UMBARÁ,65,SÍTIO CERCADO,10,REGIONAL BAIRRO NOVO,CURITIBA,1,CHOQUE,AUTOMÓVEL,NÃO SE APLICA,SIM,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7172408.26043701,673627.83361816,-25.55587485,-49.27218075
1109,201420061.0,2014,2014-04-12,2014-04-12,1899-12-30,4,ABRIL,7,SÁBADO,C111,BR 116,"114,0",,,TORRE DE ALTA TENSÃO,UMBARÁ,65,SÍTIO CERCADO,10,REGIONAL BAIRRO NOVO,CURITIBA,1,ATROPELAMENTO,A PÉ,CAMINHÃO,,SIM,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7173436.93481445,671741.6262207,-25.54680998,-49.2910814
1114,201420034.0,2014,2014-02-23,2014-02-23,1899-12-30,2,FEVEREIRO,1,DOMINGO,C666,BR 277,"97,3",,,sem referência pela PRF,ORLEANS,59,ORLEANS,5,REGIONAL SANTA FELICIDADE,CURITIBA,1,CAPOTAMENTO,AUTOMÓVEL,NÃO SE APLICA,SIM,,SIM,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7186404.27643,666668.30701,-25.43033817,-49.34316733
1119,201420179.0,2014,2014-11-12,2014-11-12,1899-12-30,11,NOVEMBRO,4,QUARTA-FEIRA,C666,BR 277,"95,0",,,PARQUE BARIGUI,CAMPINA DO SIQUEIRA,46,SANTO INÁCIO,5,REGIONAL SANTA FELICIDADE,CURITIBA,1,CAPOTAMENTO,AUTOMÓVEL,NÃO SE APLICA,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7186390.72003174,668872.95941162,-25.43021172,-49.32125022
1125,201420037.0,2014,2014-02-28,2014-02-28,1899-12-30,2,FEVEREIRO,6,SEXTA-FEIRA,C555,BR 376,"593,0",,,VIADUTO CAIUÁ,CIDADE INDUSTRIAL DE CURITIBA,75,CIDADE INDUSTRIAL DE CURITIBA,11,REGIONAL CIC,CURITIBA,2,ATROPELAMENTO,MOTOCICLETA,PEDESTRE,,SIM,SIM,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7180451.1496,666135.73279,-25.48413527,-49.34772771
1134,201420119.0,2014,2014-07-31,2014-07-31,1899-12-30,7,JULHO,5,QUINTA-FEIRA,C555,BR 376,"593,8",,,CONJUNTO CAUIÁ,CIDADE INDUSTRIAL DE CURITIBA,75,CIDADE INDUSTRIAL DE CURITIBA,11,REGIONAL CIC,CURITIBA,1,ATROPELAMENTO,A PÉ,AUTOMÓVEL,SIM,,SIM,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7179744.2854,666402.46124,-25.49048602,-49.34498768
